name,description,category,brand,price,quantity,images,compatibility,type,subcategory,numberoforders,rating,numberofratings,id,link
Changan Alsvin Side Sunshade with Logo - Model 2021-2024 - Sun Shade | Parda,Changan Alsvin Side Sunshade with Logo - Model 2021-2022 ,parts,-,1000,500,"[""https://sehgalmotors.pk/cdn/shop/files/637840804296331764.656.jpgnewop.jpg?v=1715759102""]","[""-""]",-,interior,0,0,0,294,http://localhost:5173/single-product/294
Honda Civic Gear Head Cover Carbon Fiber - Model 2022-2023,Honda Civic Gear Head Cover Carbon Fiber - Model 2022-2023 ,parts,-,800,500,"[""https://sehgalmotors.pk/cdn/shop/products/1704889106027903.jpg?v=1707983044"", ""https://sehgalmotors.pk/cdn/shop/products/637895181837139526.876.jpgnewop.jpg?v=1707983044"", ""https://sehgalmotors.pk/cdn/shop/products/637895181834014724.661.jpgnewop.jpg?v=1707983044""]","[""-""]",-,interior,0,0,0,295,http://localhost:5173/single-product/295
Universal Neon Black Gear Shift Knob - Gear Knob | Shift Lever Stick Knob | Lever Knob,"Universal Neon Black Gear Shift Knob Some people like to maintain the interiors of their cars just the way the manufacturers have designed it, while there are many others who believe in adding an element of personal touch to the interiors of their cars. Gear Shift Knobs in Different colours for cars attracts most of these features such as the colour of the steering wheel, seats, and gear knobs can be changed, in case they want to give their cars the funky update or the classic look that they like. There are a variety of car accessories available in the market for all tastes and for all models of cars. You can buy the traditional and classic leatherette or high-gloss chrome-finished gear knobs for your hatchback or sedan, or a sporty, contemporary one for your SUV. Online portals stock all varieties of Gear Knobs from Different Brands, so it becomes all the easier for you to have a look at all available styles on one platform. Some brands also manufacture sturdy and classy items that are made from aluminium and hardwood and are covered with a thick layer of lacquer in colours such as silver, red, or blue. All items are accompanied with a detailed catalogue of specifications that tell whether the accessory is compatible with a Universal Neon Black Gear Shift Knob or with a special kind of gearbox. Before you shun the idea of changing the gear knob in your car because you think it is going to be too expensive and complicated, then hold on. It is one of the simplest updates that you can give to your car and it will hardly take a few minutes of your time. Shop online from SehgalMotors.PK for an easy and economical way of modifying your car’s interiors. ",parts,-,100,500,"[""https://sehgalmotors.pk/cdn/shop/files/636825512072541025.jpgnewop.jpg?v=1716371184""]","[""-""]",-,interior,0,0,0,296,http://localhost:5173/single-product/296
Suzuki Alto Foldable & Flexible Side Sunshade with Logo - Model 2018-2021 - Sun Shade | Parda,Suzuki Alto Side Sun Shades with Logo - Model 2018-2019 ,parts,-,1000,500,"[""https://sehgalmotors.pk/cdn/shop/files/637048576175430263.jpgnewop_6a5b88a4-db04-4794-8ce9-a80af53cf24f.jpg?v=1715765459"", ""https://sehgalmotors.pk/cdn/shop/files/637233502009514844.jpgnewop_a537b06f-ab61-4898-a81c-a54696c84cc7.jpg?v=1715765459"", ""https://sehgalmotors.pk/cdn/shop/files/637233502010764868.jpgnewop_cde9281b-c22f-4acd-b9fb-998c2963997e.jpg?v=1715765459""]","[""-""]",-,interior,0,0,0,297,http://localhost:5173/single-product/297
Car Seat Gap Filler Leather Black - Each,Car Seat Gap Filler Leather Red Stitch Black - Each In almost all Cars there is a Gap between seats and Gears that disturbs drivers as anything can get down there and become stuck there. This causes a problem for them very much and they remain to disturbed while driving if the thing slipped there. Mostly Car users have to face this issue and they want a solution for this. Many of the time especially phone get slipped over there while keeping it in the lap. This problem has now a great solution in the form of Seat Gap Fillers for Cars. This product will fill up all the Gaps between your seats and also provides you with the Cup Holders facility as well in which you can keep your cups and glasses during driving and also has a portion in which you can keep your phone along with Glass and cups. This product Cup Drink Holder for Cars is a very useful product for cars as they provide a place to keep the glass and cup in your car properly and fills the gaps between the seats as it is more secure as well. The best Cup drink holders are available only at SehgalMotors.PK. Every design and colour of your car according to your model and choice is available at our outlets and online stores which you can buy at any time and can visit our outlets as we provide its fittings as well if you want our services with our products as well. This Seat Gap Filler with Cup Drink Holder is the best for your car in Pakistan high-quality Seat Gap Fillers are only available at SehgalMotors.PK. You can easily buy if from our outlets and from our online stores which is SehgalMotors.PK. ,parts,-,601,500,"[""https://sehgalmotors.pk/cdn/shop/files/Car-Seat-Gap-Filler-Leather-Black-Each-SehgalMotors-pk-1973.jpg?v=1707870583"", ""https://sehgalmotors.pk/cdn/shop/files/Car-Seat-Gap-Filler-Leather-Black-Each-SehgalMotors-pk-2742.jpg?v=1707870586""]","[""-""]",-,interior,0,0,0,298,http://localhost:5173/single-product/298
Front Screen Pvc Shade - UV Protection | Easy to Use | Rejects Sunlight | Flexible & Foldable | High Endurance to Heat | Sun Shade | Parda,"Front Screen PVC Shade Applicable For All Cars Easy To Drive With It In Sunlight On a hot, sunny day your car absorbs so much heat that your able to fry an egg on it! It’s not only unpleasant but also causes various kinds of discomforts, from sizzling hot car doors and handles to breathing vexation. The solution? Well, you might ask, is this very product. “Front Screen Pvc Shade”. It’s of a tintype material with a certain level of transparency so as not to cause any aggravated visual discomfort (driving with it is still not recommended). After attaching your product to your cars front screen, you can expect to return to a vehicle that hasnt been overheated.; Front Screen sunshades (otherwise called sunscreen conceals, sunscreens, vehicle conceals, sun shields, heat shields, or UV shields) are defensive shields joined to a vehicles windshield to shield the sun from arriving at the inside and help decrease the temperature inside it. The inside of a shut vehicle left in a non-concealed spot presented to broad daylight can continue sun and warmth harm. Daylight going through the vehicles windshield delivers the nursery impact, warming the inside to a temperature a lot higher than the outside air. Over the top heat and delayed presentation to coordinate daylight can make the dashboard blur and in the end, split, cause seat upholstery staining and maturing, and so forth. This product is also known as (Shoji PVC Screen, Vent PVC Screen, Car Shade) ",parts,-,900,500,"[""https://sehgalmotors.pk/cdn/shop/files/636441227141711952-Front-PVC-Shade.jpgnewop_5d23328c-018f-47e9-ab11-5839cabf18d6.jpg?v=1713341538""]","[""-""]",-,interior,0,0,0,299,http://localhost:5173/single-product/299
Wooden Style Hand brake Cover - Hand Brake | Brake Protector Decoration Cover | Protect Hand Brake,Wooden Style Hand brake Cover ,parts,-,150,500,"[""https://sehgalmotors.pk/cdn/shop/files/1700659475022991.jpg?v=1715068895"", ""https://sehgalmotors.pk/cdn/shop/files/637540151214882462.jpgnewop.jpg?v=1715068895""]","[""-""]",-,interior,0,0,0,300,http://localhost:5173/single-product/300
Honda Civic Cup Holder Carbon Fiber Trim - Model 2016-2021 (100302844),Honda Civic Cup Holder Carbon Fiber Trim - Model 2016-2019 ,parts,-,900,500,"[""https://sehgalmotors.pk/cdn/shop/products/1704879607018138.jpg?v=1708350742"", ""https://sehgalmotors.pk/cdn/shop/products/637020037941328305.jpgnewop.jpg?v=1708350742""]","[""-""]",-,interior,0,0,0,301,http://localhost:5173/single-product/301
Arm Rest with Chrome Grey Universal - Center Console Storage Box | Center Console | Elbow Rest Arm Holder,"Honda BRV Arm Rest with Chrome Black – Model 2017 How often have you lost something small in the front of your car, and then spent ages trying to find it? When you do eventually track it down you see it has wedged itself between the transmission tunnel and the side of the seat. Despite your best efforts and all the improvised devices to try and remove that pen, 5p piece, or mobile phone it simply will not come out. You have tried the chewing gum on the stick, flicking it to one end or the other only to see that the end is blocked so will not come out. You have forced your hand into a gap that a child’s hand would not fit into, you feel that rush of excitement as your fingers actually manage to touch it, then that realisation that not only can you not grip it, but your hand is now firmly wedged and it is going to cost you at least some skin to pull it out. For all those occasions we believe we there is a solution to the problem; fitting a centre armrest. I know you are thinking how will resting my arm prevent me losing money down the side of my seat? The answer is simple; the centre armrest will not only allow you to rest your arm whilst driving but they also feature a storage space. Simply lift up the top of the armrest and underneath is a small storage compartment, ideal for keeping all those small items that would normally cause such a problem when they slip down the side of the seat. The armrest is quick and easy to fit right between the two front seats of your vehicle. The armrest is supplied with full fitting instructions that allow you to fit it yourself, even if you are no DIY expert. Most armrests simply bolt or screw into place between the two front seats and will take less than an hour to fit. Once fitted they provide an ideal storage location for those items such as mobile phones, iPods, house keys, loose change, pens etc. that you often need but can never seem to put your hands on when you need them. Although some of the manufacturers do not offer a genuine armrest as an accessory there are a range of generic armrests that are available for most vehicles. If you have any issues, it is best to ask a retailer regarding your brand of car and which armrest would be appropriate ; ",parts,-,1850,500,"[""https://sehgalmotors.pk/cdn/shop/files/1698235750SKU_20_20310698.jpg?v=1716377095"", ""https://sehgalmotors.pk/cdn/shop/files/636441147610149339-Honda-BRV-Arm-Rest-with-Chrome-Black-Model-2017-3.jpgnewop.jpg?v=1716377096"", ""https://sehgalmotors.pk/cdn/shop/files/636947442489240287.jpgnewop.jpg?v=1716377096""]","[""-""]",-,interior,0,0,0,302,http://localhost:5173/single-product/302
Suzuki Swift Armrest Console Box Black SF-1- Model 2008-2024, ,parts,-,2750,500,"[""https://sehgalmotors.pk/cdn/shop/files/1713438982825908_4da2ed57-c157-4039-940b-f6764b04ad82.jpg?v=1713439153"", ""https://sehgalmotors.pk/cdn/shop/files/1707569305825908_fba74659-ea7f-431d-b0ea-2cb94719a041.jpg?v=1713439153""]","[""-""]",-,interior,0,0,0,303,http://localhost:5173/single-product/303
Lion Sculpture For Car Dashboard Large - Golden,Lion Sculpture For Car Dashboard - Golden ,parts,-,2000,500,"[""https://sehgalmotors.pk/cdn/shop/files/Lion-Sculpture-For-Car-Dashboard-Large-Golden-SehgalMotors-pk-6517.jpg?v=1707911714"", ""https://sehgalmotors.pk/cdn/shop/files/Lion-Sculpture-For-Car-Dashboard-Large-Golden-SehgalMotors-pk-1437.jpg?v=1707911718"", ""https://sehgalmotors.pk/cdn/shop/files/Lion-Sculpture-For-Car-Dashboard-Large-Golden-SehgalMotors-pk-1890.jpg?v=1707911721"", ""https://sehgalmotors.pk/cdn/shop/files/Lion-Sculpture-For-Car-Dashboard-Large-Golden-SehgalMotors-pk-5055.jpg?v=1707911724"", ""https://sehgalmotors.pk/cdn/shop/files/Lion-Sculpture-For-Car-Dashboard-Large-Golden-SehgalMotors-pk-8866.jpg?v=1707911728"", ""https://sehgalmotors.pk/cdn/shop/files/Lion-Sculpture-For-Car-Dashboard-Large-Golden-SehgalMotors-pk-3864.jpg?v=1707911731""]","[""-""]",-,interior,0,0,0,304,http://localhost:5173/single-product/304
Honda Civic Meter Trim Red - Model 2016-2021 (100302822),Honda Civic Meter Trim Red - Model 2016-2021 (100302822) ,parts,-,1000,500,"[""https://sehgalmotors.pk/cdn/shop/products/1704880342020049.jpg?v=1708339033"", ""https://sehgalmotors.pk/cdn/shop/products/637300829609936304.jpgnewop.jpg?v=1708339033""]","[""-""]",-,interior,0,0,0,305,http://localhost:5173/single-product/305
